INDV,O(HOM),E(HOM),N_SITES,F,O(HET),Prop,Species,Chrom,SEXO
A3837__Hcaqui_L2,3668010,3381416.3,3694449,0.91554,26439,0.007156412,H.congener,Chr19,Male
A3856__Hsspru_L1,3664548,3602209.6,3944399,0.18218,279851,0.070948958,H.sara,Chr19,Female
A3858__Hsspru_L1,3763336,3563689.4,3901686,0.59068,138350,0.03545903,H.sara,Chr19,Female
A3861__Hsspru_L1,3745477,3577443.8,3916901,0.49501,171424,0.043765211,H.sara,Chr19,Female
A3900__Hsmagd_L1,3742356,3576087.7,3915449,0.48994,173093,0.044207701,H.sara,Chr19,Female
A4016__Hlleuc,3635058,3396287.7,3714368,0.75066,79310,0.021352219,H.leucadia,Chr19,Female
A4121__Hssara_L1,3681091,3552406.7,3888532,0.38285,207441,0.053346867,H.sara,Chr19,Male
A4272__Hssara_L1,3654723,3528294.3,3861853,0.37903,207130,0.053634874,H.sara,Chr19,Male
A4278__Hcaqui_L2,3645909,3370143.5,3681658,0.88524,35749,0.009710027,H.congener,Chr19,Male
A4340__Hsmagd_L1,3657668,3530777,3864634,0.38008,206966,0.053553842,H.sara,Chr19,Male
A4343__Hssara_L1,3665648,3537343.7,3871932,0.38347,206284,0.053276762,H.sara,Chr19,Female
A4489__Hssara_L1,3675516,3550501.5,3886460,0.37211,210944,0.054276642,H.sara,Chr19,Male
A4534__Hsbrev_L2,3746090,3583528.9,3923606,0.47801,177516,0.045243075,H.sara,Chr19,Female
A4538__Hsbrev_L2,3747739,3582193.4,3922233,0.48684,174494,0.044488433,H.sara,Chr19,Male
A4678__Hselek_L2,3784327,3550507.2,3886947,0.69498,102620,0.026401183,H.sara,Chr19,Female
A4680__Hselek_L6,3758274,3531411.7,3865944,0.67815,107670,0.027850895,H.sara,Chr19,Male
A4683__Hselek_L2,3763167,3540115.2,3875405,0.66525,112238,0.028961618,H.sara,Chr19,Female
A4749__Heeleu,3578077,3325513.6,3631752,0.82473,53675,0.014779368,H.eleuchia,Chr19,Female
D3_USD_Hvenez_L1,3576816,3288306.7,3591534,0.95146,14718,0.00409797,H.hewitsoni,Chr19,Male
D5208__Hvenez_L1,3484878,3255794.7,3555866,0.76343,70988,0.019963632,H.antiochus,Chr19,Male
D5211__Hvenez_L1,3674620,3523144.4,3856764,0.45404,182144,0.047227157,H.sara,Chr19,Male
D5213__Hvenez_L1,3560895,3327999.7,3635881,0.75645,74986,0.020623887,H.antiochus,Chr19,Male
D5221__Hvenez_L1,3506898,3281475.3,3583988,0.74517,77090,0.021509559,H.antiochus,Chr19,Female
D5248__Hvenez_L1,3690777,3527443.6,3861728,0.48861,170951,0.044268006,H.sara,Chr19,Female
D5253__Hvenez_L1,3528027,3279300.6,3581524,0.82299,53497,0.014936937,H.antiochus,Chr19,Male
D5259__Hvenez_L1,3544072,3311048.9,3616682,0.76243,72610,0.020076413,H.antiochus,Chr19,Male
D5270__Hvenez_L1,3507388,3301448.1,3606237,0.67568,98849,0.027410567,H.antiochus,Chr19,Male
D5273__Hvenez_L1,3482804,3276901.3,3578152,0.68349,95348,0.026647275,H.antiochus,Chr19,Female
D5276__Hvenez_L1,3511921,3306784.8,3611748,0.67266,99827,0.027639525,H.antiochus,Chr19,Female
D6_USD_Hvenez_L1,3522346,3235459.3,3532587,0.96553,10241,0.002899009,H.hewitsoni,Chr19,Female
D7_USD_Hvenez_L1,3518566,3233318.3,3529689,0.96247,11123,0.003151269,H.hewitsoni,Chr19,Male
R_1163_Hasnov_L8,3559114,3336387.7,3644090,0.72384,84976,0.023318853,H.antiochus,Chr19,Male
R_15_D_Hssara_L1,3624493,3495151.1,3824939,0.3922,200446,0.052405019,H.sara,Chr19,Male
R_16_D_Hssara_L1,3632410,3502428.2,3832954,0.39326,200544,0.052321004,H.sara,Chr19,Male
R_2794_Hssaph_L7,3521823,3288932.5,3590763,0.77159,68940,0.019199262,H.sapho,Chr19,Female
R_31_D_Hsmagd_L1,3722214,3554437.7,3891312,0.49804,169098,0.043455267,H.sara,Chr19,Male
R_32_D_Hsmagd_L2,3727668,3562875.4,3900671,0.48785,173003,0.044352113,H.sara,Chr19,Male
R_3467_Hssara_L1,3629599,3510779.8,3842286,0.35842,212687,0.055354286,H.sara,Chr19,Male
R_3510_Hschoc_L8,3556197,3317269,3622355,0.78315,66158,0.018263809,H.sapho,Chr19,Female
R_3511_Hschoc_L2,3560678,3321098.6,3626651,0.78409,65973,0.018191163,H.sapho,Chr19,Male
R_35_D_Hssara_L1,3622192,3493255.8,3822912,0.39112,200720,0.052504478,H.sara,Chr19,Female
R_36_D_Hssara_L8,3570970,3554460.7,3890482,0.04913,319512,0.082126585,H.sara,Chr19,Female
R_3751_Hssara_L8,3644378,3524740.1,3857896,0.3591,213518,0.055345712,H.sara,Chr19,Female
R_37_D_Hssara_L2,3552245,3540427.7,3874647,0.03536,322402,0.083208096,H.sara,Chr19,Female
R_4134_Hsmagd_L7,3661373,3533521.9,3867641,0.38265,206268,0.053331734,H.sara,Chr19,Male
R_4186_Hsmagd_L8,3707419,3539630.7,3875011,0.50029,167592,0.043249426,H.sara,Chr19,Male
R_4187_Hsmagd_L1,3732877,3565551.9,3903753,0.49475,170876,0.043772237,H.sara,Chr19,Male
R_4510_Hssaph_L8,3603973,3369609.1,3680870,0.75295,76897,0.020890985,H.sapho,Chr19,Female
R_4590_Hsspru_L2,3714279,3548031.8,3884338,0.49433,170059,0.043780691,H.sara,Chr19,Male
R_4591_Hsspru_L1,3696496,3530527,3864916,0.49634,168420,0.043576626,H.sara,Chr19,Male
R_4597_Hsspru_L7,3715542,3552454.6,3889297,0.48417,173755,0.044675169,H.sara,Chr19,Female
R_4864_Heeleu_L7,3561407,3309853.9,3614253,0.82639,52846,0.014621555,H.eleuchia,Chr19,Female
R_4871_Heeleu_L8,3518997,3270637.4,3570376,0.82859,51379,0.014390361,H.eleuchia,Chr19,Male
R_5074_Haaran_L7,3551289,3314985.3,3620299,0.77397,69010,0.019061961,H.antiochus,Chr19,Female
R_5091_Hssaph_L8,3582122,3348793.9,3657362,0.75616,75240,0.020572205,H.sapho,Chr19,Female
R_5092_Hssaph_L1,3591400,3365636.9,3676024,0.72736,84624,0.023020524,H.sapho,Chr19,Female
R_5237_Hssaph_L3,3547595,3315010.3,3620197,0.76211,72602,0.02005471,H.sapho,Chr19,Male
R_5314_Hssaph_L3,3548424,3315811.4,3621366,0.76128,72942,0.020142123,H.sapho,Chr19,Female
R_5324_Hssaph_L3,3569988,3337583.9,3645042,0.75589,75054,0.020590709,H.sapho,Chr19,Male
R_806__Hccong_L1,3580795,3308413.8,3612956,0.8944,32161,0.008901575,H.congener,Chr19,Female
R_807__Hccong_L1,3563646,3292351.1,3595011,0.89637,31365,0.008724591,H.congener,Chr19,Male
R_808__Hccong_L1,3546262,3276936.8,3578023,0.89451,31761,0.00887669,H.congener,Chr19,Male
R_812__Hssara_L3,3629003,3499908.5,3830258,0.39078,201255,0.052543458,H.sara,Chr19,Female
R_820__Hssara_L3,3643243,3517994.7,3850328,0.37688,207085,0.05378373,H.sara,Chr19,Male
R_828__Hssara_L3,3636400,3507417.5,3838616,0.38944,202216,0.052679403,H.sara,Chr19,Male
R_831__Hccong_L7,3438215,3187357.1,3476373,0.86797,38158,0.010976383,H.congener,Chr19,Female
R_869__Heprim_L3,3434082,3186984.3,3478050,0.84894,43968,0.012641566,H.eleuchia,Chr19,Male
R_870__Heprim_L3,3498727,3249369.6,3547225,0.83718,48498,0.013672096,H.eleuchia,Chr19,Female
R_871__Hsspru_L3,3717299,3548409.8,3884806,0.50205,167507,0.043118498,H.sara,Chr19,Male
R_886__Hsspru_L3,3718239,3551422,3888103,0.49547,169864,0.043688143,H.sara,Chr19,Male
R_887__Heprim_L3,3391822,3150021.5,3436937,0.84276,45115,0.013126514,H.eleuchia,Chr19,Female
R_888__Heprim_L3,3422909,3175869.8,3465757,0.85219,42848,0.012363244,H.eleuchia,Chr19,Male
S1053__Hssara_L7,3672243,3544209.1,3879478,0.38188,207235,0.053418269,H.sara,Chr19,Male
S12_US_Hssara_L7,3663511,3535330.8,3869666,0.38339,206155,0.053274624,H.sara,Chr19,Female
S1_USD_Hssara_L7,3658382,3531421,3865363,0.38019,206981,0.053547623,H.sara,Chr19,Male
S2083__Heeleu_L2,3649576,3351399.2,3661124,0.96272,11548,0.003154223,H.eleuchia,Chr19,Male
S21203_Haanti_L5,3611218,3405285.1,3721511,0.65122,110293,0.029636618,H.antiochus,Chr19,Female
S21204_Hssara_L5,3665726,3537663.3,3872365,0.38262,206639,0.05336248,H.sara,Chr19,Male
S21229_Haanti_L5,3585979,3381066.7,3694639,0.65348,108660,0.029410181,H.antiochus,Chr19,Male
S21234_Haanti_L2,3612028,3403724.3,3719733,0.65917,107705,0.028955035,H.antiochus,Chr19,Female
S2172__Hsmagd_L5,3691661,3584428.2,3924470,0.31535,232809,0.059322405,H.sara,Chr19,Male
S2852__Heprim_L2,3577608,3321581.9,3627758,0.83621,50150,0.013823965,H.eleuchia,Chr19,Male
S29_US_Hsmagd_L2,3572291,3605509.6,3947939,-0.09701,375648,0.095150406,H.sara,Chr19,Male
S3106__Heeleu_L2,3467367,3186861.6,3478602,0.96149,11235,0.003229746,H.eleuchia,Chr19,Male
S337_1_Haanti_L2,3606156,3395896.7,3710773,0.66775,104617,0.028192778,H.antiochus,Chr19,Male
S33_US_Hlpseu_L5,3647360,3397876.5,3716403,0.78324,69043,0.01857791,H.leucadia,Chr19,Male
S3533__Hsmagd_L5,3745544,3579939.2,3919738,0.48736,174194,0.044440215,H.sara,Chr19,Male
S40203_Hccong_L2,3619811,3349560.1,3659076,0.87314,39265,0.010730851,H.congener,Chr19,Male
S40219_Hssara_L7,3667761,3540683,3875665,0.37936,207904,0.053643439,H.sara,Chr19,Male
S40343_Heprim_L2,3570807,3315958,3621634,0.83372,50827,0.014034273,H.eleuchia,Chr19,Male
S4096__Haanti_L5,3603964,3396771.2,3712002,0.65727,108038,0.029105049,H.antiochus,Chr19,Female
S4097__Haanti_L5,3607841,3401455.6,3717226,0.65359,109385,0.029426513,H.antiochus,Chr19,Male
S4346__Hsmagd_L5,3656158,3527089.3,3860575,0.38703,204417,0.052949884,H.sara,Chr19,Female
S4704__Hselek_L5,3774771,3545509.1,3881524,0.6823,106753,0.027502857,H.sara,Chr19,Male
S4895__Hasnov_L2,3640958,3414993.5,3732164,0.71244,91206,0.024437833,H.antiochus,Chr19,Female
S4897__Haaran_L2,3601541,3382207.9,3695780,0.69947,94239,0.025499083,H.antiochus,Chr19,Male
S534_U_Heeleu_L5,3642492,3385494.9,3699674,0.818,57182,0.015455956,H.eleuchia,Chr19,Male
S5_USD_Hssara_L7,3637125,3508749.5,3840176,0.38734,203051,0.052875441,H.sara,Chr19,Male
S857_U_Heeleu_L2,3636995,3338747.2,3647117,0.96718,10122,0.002775343,H.eleuchia,Chr19,Female
S8970__Heeleu_L2,3596959,3341640.4,3650188,0.82749,53229,0.014582537,H.eleuchia,Chr19,Female
S8_USD_Hssara_L7,3662305,3535002.3,3869255,0.38086,206950,0.053485749,H.sara,Chr19,Male
S9556__Haaran_L2,3607493,3365662.8,3677298,0.776,69805,0.018982688,H.antiochus,Chr19,Female
A2458__Heeleu_L2,3153377,2902252.6,3163547,0.96108,10170,0.003214746,H.eleuchia,Chr20,Male
A2790__Hssaph_L2,3191506,2982783.3,3252814,0.77296,61308,0.018847681,H.sapho,Chr20,Male
A28_US_Hasnov_L2,3169299,2934945.2,3199573,0.8856,30274,0.009461888,H.congener,Chr20,Male
A3154__Heeleu_L2,3208545,2953024.1,3219804,0.9578,11259,0.003496797,H.eleuchia,Chr20,Male
A323_U_Hasnov_L2,3168046,2966878.6,3235616,0.74856,67570,0.020883195,H.antiochus,Chr20,Female
A3491__Hschoc_L3,3153710,2946541.2,3212314,0.7795,58604,0.018243547,H.sapho,Chr20,Female
A3497__Hschoc,3185365,2977124.1,3246604,0.77275,61239,0.018862479,H.sapho,Chr20,Male
A3501__Hschoc_L2,3169169,2962147.4,3229727,0.77368,60558,0.018750192,H.sapho,Chr20,Male
A3646__Heeleu_L2,3104746,2890269.2,3150920,0.82285,46174,0.014654133,H.eleuchia,Chr20,Male
A3740__Hcaqui_L2,3240183,2998456.3,3270492,0.88858,30309,0.009267413,H.congener,Chr20,Male
A3837__Hcaqui_L2,3222599,2977097.9,3246682,0.91067,24083,0.007417727,H.congener,Chr20,Male
A3856__Hsspru_L1,3209276,3152348.4,3445044,0.19449,235768,0.068436862,H.sara,Chr20,Female
A3858__Hsspru_L1,3279726,3132377.4,3422752,0.50744,143026,0.041786843,H.sara,Chr20,Female
A3861__Hsspru_L1,3275764,3133164,3423586,0.49101,147822,0.043177534,H.sara,Chr20,Female
A3900__Hsmagd_L1,3272985,3134677.5,3425367,0.47579,152382,0.044486328,H.sara,Chr20,Female
A4016__Hlleuc,3196234,2993709,3267994,0.73837,71760,0.021958425,H.leucadia,Chr20,Female
A4121__Hssara_L1,3222415,3118416.1,3406991,0.36039,184576,0.054175664,H.sara,Chr20,Male
A4272__Hssara_L1,3209881,3104248.7,3391205,0.36811,181324,0.0534689,H.sara,Chr20,Male
A4278__Hcaqui_L2,3205587,2966049.7,3234337,0.89284,28750,0.008888993,H.congener,Chr20,Male
A4340__Hsmagd_L1,3205374,3098369.9,3384705,0.3737,179331,0.052982756,H.sara,Chr20,Male
A4343__Hssara_L1,3211539,3108694.7,3396189,0.35773,184650,0.054369766,H.sara,Chr20,Female
A4489__Hssara_L1,3220595,3114592,3402714,0.36791,182119,0.053521689,H.sara,Chr20,Male
A4534__Hsbrev_L2,3273884,3138933.9,3429957,0.46371,156073,0.045502903,H.sara,Chr20,Female
A4538__Hsbrev_L2,3275683,3138809.9,3430027,0.47,154344,0.044997897,H.sara,Chr20,Male
A4678__Hselek_L2,3312875,3110492.9,3398554,0.70257,85679,0.025210428,H.sara,Chr20,Female
A4680__Hselek_L6,3293878,3096469,3383114,0.68869,89236,0.026376882,H.sara,Chr20,Male
A4683__Hselek_L2,3304221,3098609,3385420,0.71689,81199,0.023984912,H.sara,Chr20,Female
A4749__Heeleu,3143991,2926373.7,3190268,0.82464,46277,0.014505678,H.eleuchia,Chr20,Female
D3_USD_Hvenez_L1,3143407,2894658.4,3155914,0.95213,12507,0.003963036,H.hewitsoni,Chr20,Male
D5208__Hvenez_L1,3060224,2862083.5,3120502,0.76674,60278,0.019316764,H.antiochus,Chr20,Male
D5211__Hvenez_L1,3174879,3087553.2,3373135,0.30578,198256,0.058774997,H.sara,Chr20,Male
D5213__Hvenez_L1,3126450,2926182.7,3191391,0.75513,64941,0.020348807,H.antiochus,Chr20,Male
D5221__Hvenez_L1,3076404,2879036.5,3139149,0.75878,62745,0.019987901,H.antiochus,Chr20,Female
D5248__Hvenez_L1,3230054,3093579.7,3380080,0.47635,150026,0.04438534,H.sara,Chr20,Female
D5253__Hvenez_L1,3091186,2875806.4,3135607,0.82902,44421,0.014166635,H.antiochus,Chr20,Male
D5259__Hvenez_L1,3112673,2911817,3175302,0.76231,62629,0.019723793,H.antiochus,Chr20,Male
D5270__Hvenez_L1,3079196,2902399.4,3164675,0.67409,85479,0.027010357,H.antiochus,Chr20,Male
D5273__Hvenez_L1,3055089,2877605.6,3136569,0.68536,81480,0.025977429,H.antiochus,Chr20,Female
D5276__Hvenez_L1,3081617,2902687.8,3164864,0.68248,83247,0.0263035,H.antiochus,Chr20,Female
D6_USD_Hvenez_L1,3097348,2844228.4,3099768,0.99053,2420,0.000780704,H.hewitsoni,Chr20,Female
D7_USD_Hvenez_L1,3089607,2844605.7,3099700,0.96043,10093,0.003256122,H.hewitsoni,Chr20,Male
R_1163_Hasnov_L8,3127628,2937297.4,3202969,0.71641,75341,0.023522238,H.antiochus,Chr20,Male
R_15_D_Hssara_L1,3170703,3064490.9,3346979,0.37599,176276,0.052667196,H.sara,Chr20,Male
R_16_D_Hssara_L1,3186747,3079943.3,3364275,0.37563,177528,0.052768576,H.sara,Chr20,Male
R_2794_Hssaph_L7,3098489,2888240.4,3147653,0.81048,49164,0.015619257,H.sapho,Chr20,Female
R_31_D_Hsmagd_L1,3254471,3116113.7,3404695,0.47944,150224,0.044122601,H.sara,Chr20,Male
R_32_D_Hsmagd_L2,3257823,3121543.8,3410777,0.47117,152954,0.044844327,H.sara,Chr20,Male
R_3467_Hssara_L1,3177026,3072173.4,3355651,0.36988,178625,0.053231102,H.sara,Chr20,Male
R_3510_Hschoc_L8,3120057,2917961.4,3180342,0.77024,60285,0.018955509,H.sapho,Chr20,Female
R_3511_Hschoc_L2,3126976,2919533.7,3182140,0.78994,55164,0.017335504,H.sapho,Chr20,Male
R_35_D_Hssara_L1,3177979,3070671.6,3353980,0.37877,176001,0.052475268,H.sara,Chr20,Female
R_36_D_Hssara_L8,3124740,3120163.8,3408716,0.01586,283976,0.083308788,H.sara,Chr20,Female
R_3751_Hssara_L8,3193280,3089269.2,3374569,0.36457,181289,0.05372212,H.sara,Chr20,Female
R_37_D_Hssara_L2,3108965,3109628.1,3396652,-0.00231,287687,0.084697225,H.sara,Chr20,Female
R_4134_Hsmagd_L7,3208807,3100273,3386838,0.37874,178031,0.052565549,H.sara,Chr20,Male
R_4186_Hsmagd_L8,3239992,3103750,3391168,0.47402,151176,0.044579331,H.sara,Chr20,Male
R_4187_Hsmagd_L1,3266771,3129762.4,3419900,0.47222,153129,0.044775871,H.sara,Chr20,Male
R_4510_Hssaph_L8,3160348,2959569.1,3227021,0.75071,66673,0.020660851,H.sapho,Chr20,Female
R_4590_Hsspru_L2,3253426,3115452.7,3404080,0.47803,150654,0.044256892,H.sara,Chr20,Male
R_4591_Hsspru_L1,3237736,3098096.1,3384786,0.48708,147050,0.043444401,H.sara,Chr20,Male
R_4597_Hsspru_L7,3253598,3118646.8,3407590,0.46705,153992,0.045190883,H.sara,Chr20,Female
R_4864_Heeleu_L7,3121894,2905040.4,3166646,0.82893,44752,0.014132303,H.eleuchia,Chr20,Female
R_4871_Heeleu_L8,3091276,2877172.6,3135400,0.82913,44124,0.014072846,H.eleuchia,Chr20,Male
R_5074_Haaran_L7,3111806,2912548.4,3175246,0.75851,63440,0.019979554,H.antiochus,Chr20,Female
R_5091_Hssaph_L8,3141916,2942387.5,3207852,0.75162,65936,0.020554564,H.sapho,Chr20,Female
R_5092_Hssaph_L1,3151034,2958041.2,3225097,0.72267,74063,0.022964581,H.sapho,Chr20,Female
R_5237_Hssaph_L3,3107183,2910991.3,3173189,0.74826,66006,0.020801156,H.sapho,Chr20,Male
R_5314_Hssaph_L3,3120534,2922573.7,3185992,0.75151,65458,0.020545563,H.sapho,Chr20,Female
R_5324_Hssaph_L3,3139843,2939844.1,3205306,0.7534,65463,0.020423323,H.sapho,Chr20,Male
R_806__Hccong_L1,3154265,2919936.8,3183084,0.89048,28819,0.009053798,H.congener,Chr20,Female
R_807__Hccong_L1,3140649,2906372,3167869,0.89591,27220,0.008592527,H.congener,Chr20,Male
R_808__Hccong_L1,3126344,2891278.7,3151359,0.90382,25015,0.007937845,H.congener,Chr20,Male
R_812__Hssara_L3,3182457,3076388.1,3360313,0.37358,177856,0.052928403,H.sara,Chr20,Female
R_820__Hssara_L3,3199526,3093860.5,3379698,0.36967,180172,0.053310089,H.sara,Chr20,Male
R_828__Hssara_L3,3189288,3081492.9,3366020,0.37886,176732,0.052504739,H.sara,Chr20,Male
R_831__Hccong_L7,2995385,2781985.2,3028281,0.86644,32896,0.010862929,H.congener,Chr20,Female
R_869__Heprim_L3,3020943,2807009.2,3058051,0.85218,37108,0.012134526,H.eleuchia,Chr20,Male
R_870__Heprim_L3,3074921,2859100.5,3115793,0.84077,40872,0.013117688,H.eleuchia,Chr20,Female
R_871__Hsspru_L3,3253345,3112093.5,3400320,0.49007,146975,0.043223873,H.sara,Chr20,Male
R_886__Hsspru_L3,3261489,3119569.6,3408707,0.49084,147218,0.04318881,H.sara,Chr20,Male
R_887__Heprim_L3,2985250,2775383.7,3023108,0.84718,37858,0.012522874,H.eleuchia,Chr20,Female
R_888__Heprim_L3,3020007,2807746,3059099,0.84447,39092,0.012778926,H.eleuchia,Chr20,Male
S1053__Hssara_L7,3214400,3110186.3,3397888,0.36223,183488,0.054000603,H.sara,Chr20,Male
S12_US_Hssara_L7,3209257,3105065.1,3392299,0.36274,183042,0.053958097,H.sara,Chr20,Female
S1_USD_Hssara_L7,3205366,3100991.3,3387748,0.36398,182382,0.053835763,H.sara,Chr20,Male
S2083__Heeleu_L2,3213454,2955571.2,3222877,0.96475,9423,0.002923785,H.eleuchia,Chr20,Male
S21203_Haanti_L5,3167842,2988062.4,3259759,0.66169,91917,0.028197483,H.antiochus,Chr20,Female
S21204_Hssara_L5,3207496,3102295,3389100,0.3668,181604,0.053584728,H.sara,Chr20,Male
S21229_Haanti_L5,3152603,2972989.5,3242981,0.66526,90378,0.027868803,H.antiochus,Chr20,Male
S21234_Haanti_L2,3171404,2990927.6,3262900,0.66358,91496,0.028041313,H.antiochus,Chr20,Female
S2172__Hsmagd_L5,3226459,3131259.5,3421332,0.32819,194873,0.056958226,H.sara,Chr20,Male
S2852__Heprim_L2,3140355,2918136.5,3181463,0.84389,41108,0.0129211,H.eleuchia,Chr20,Male
S29_US_Hsmagd_L2,3128835,3156096.3,3448909,-0.0931,320074,0.09280442,H.sara,Chr20,Male
S3106__Heeleu_L2,3055847,2813778.8,3065982,0.95981,10135,0.003305629,H.eleuchia,Chr20,Male
S337_1_Haanti_L2,3164717,2983013.1,3253870,0.67085,89153,0.027399066,H.antiochus,Chr20,Male
S33_US_Hlpseu_L5,3202464,2994014.7,3268432,0.75961,65968,0.020183378,H.leucadia,Chr20,Male
S3533__Hsmagd_L5,3279425,3140170.5,3431474,0.47804,152049,0.044310113,H.sara,Chr20,Male
S40203_Hccong_L2,3185566,2949011.9,3215819,0.88661,30253,0.009407557,H.congener,Chr20,Male
S40219_Hssara_L7,3209319,3104970.5,3392162,0.36334,182843,0.053901612,H.sara,Chr20,Male
S40343_Heprim_L2,3136274,2916873.5,3180142,0.83337,43868,0.013794353,H.eleuchia,Chr20,Male
S4096__Haanti_L5,3163763,2984719.6,3255950,0.66012,92187,0.028313395,H.antiochus,Chr20,Female
S4097__Haanti_L5,3165996,2986422.3,3257944,0.66136,91948,0.028222707,H.antiochus,Chr20,Male
S4346__Hsmagd_L5,3200662,3097117.9,3383417,0.36166,182755,0.05401492,H.sara,Chr20,Female
S4704__Hselek_L5,3299427,3111786.7,3399977,0.6511,100550,0.029573729,H.sara,Chr20,Male
S4895__Hasnov_L2,3189735,2996656,3269208,0.70841,79473,0.024309558,H.antiochus,Chr20,Female
S4897__Haaran_L2,3161112,2971368.6,3241041,0.70361,79929,0.024661521,H.antiochus,Chr20,Male
S534_U_Heeleu_L5,3189007,2968745.2,3238055,0.81788,49048,0.015147365,H.eleuchia,Chr20,Male
S5_USD_Hssara_L7,3189857,3082278,3367027,0.3778,177170,0.052619121,H.sara,Chr20,Male
S857_U_Heeleu_L2,3199312,2939974.6,3205770,0.9757,6458,0.002014493,H.eleuchia,Chr20,Female
S8970__Heeleu_L2,3149369,2930719.2,3195385,0.82614,46016,0.014400769,H.eleuchia,Chr20,Female
S8_USD_Hssara_L7,3204716,3102416.3,3389254,0.35665,184538,0.05444797,H.sara,Chr20,Male
S9556__Haaran_L2,3168285,2958257.5,3226492,0.783,58207,0.018040336,H.antiochus,Chr20,Female
A2458__Heeleu_L2,2575963,2336590.6,2580467,0.98153,4504,0.00174542,H.eleuchia,Chr21,Male
A2790__Hssaph_L2,2603763,2392589.6,2643166,0.84275,39403,0.014907501,H.sapho,Chr21,Male
A28_US_Hasnov_L2,2583463,2355322.3,2601372,0.92721,17909,0.006884444,H.congener,Chr21,Male
A3154__Heeleu_L2,2617348,2377848.2,2626753,0.96221,9405,0.003580466,H.eleuchia,Chr21,Male
A323_U_Hasnov_L2,2369537,2154635.6,2376071,0.97049,6534,0.002749918,H.antiochus,Chr21,Female
A3491__Hschoc_L3,2143315,1950044.1,2147692,0.97785,4377,0.002038002,H.sapho,Chr21,Female
A3497__Hschoc,2608726,2391513.8,2641942,0.86736,33216,0.01257257,H.sapho,Chr21,Male
A3501__Hschoc_L2,2590952,2377522,2626245,0.8581,35293,0.013438579,H.sapho,Chr21,Male
A3646__Heeleu_L2,2525385,2312750.3,2554353,0.8801,28968,0.011340641,H.eleuchia,Chr21,Male
A3740__Hcaqui_L2,2638157,2404125.2,2656653,0.92676,18496,0.006962144,H.congener,Chr21,Male
A3837__Hcaqui_L2,2627122,2388534.9,2639050,0.95239,11928,0.004519808,H.congener,Chr21,Male
A3856__Hsspru_L1,2647178,2472021.1,2735480,0.66484,88302,0.032280258,H.sara,Chr21,Female
A3858__Hsspru_L1,2693580,2436359.5,2695826,0.99134,2246,0.00083314,H.sara,Chr21,Female
A3861__Hsspru_L1,2677852,2422027.3,2679992,0.9917,2140,0.00079851,H.sara,Chr21,Female
A3900__Hsmagd_L1,2656378,2402727,2658529,0.99159,2151,0.000809094,H.sara,Chr21,Female
A4016__Hlleuc,2362211,2140760.2,2365650,0.98471,3439,0.001453723,H.leucadia,Chr21,Female
A4121__Hssara_L1,2608741,2489376.4,2754325,0.45052,145584,0.052856507,H.sara,Chr21,Male
A4272__Hssara_L1,2592641,2473773.2,2736820,0.45189,144179,0.052681214,H.sara,Chr21,Male
A4278__Hcaqui_L2,2612930,2381263,2630780,0.92846,17850,0.00678506,H.congener,Chr21,Male
A4340__Hsmagd_L1,2594119,2474113.9,2737198,0.45615,143079,0.052272068,H.sara,Chr21,Male
A4343__Hssara_L1,2570868,2328061,2574108,0.98683,3240,0.001258688,H.sara,Chr21,Female
A4489__Hssara_L1,2607928,2488302.6,2753068,0.45182,145140,0.052719366,H.sara,Chr21,Male
A4534__Hsbrev_L2,2708469,2452485.3,2713792,0.97963,5323,0.001961462,H.sara,Chr21,Female
A4538__Hsbrev_L2,2674879,2520590.7,2789681,0.57337,114802,0.041152375,H.sara,Chr21,Male
A4678__Hselek_L2,2707100,2448963.3,2709717,0.98996,2617,0.000965784,H.sara,Chr21,Female
A4680__Hselek_L6,2703802,2490644.4,2756337,0.80227,52535,0.019059716,H.sara,Chr21,Male
A4683__Hselek_L2,2585930,2339737.6,2588558,0.98944,2628,0.001015237,H.sara,Chr21,Female
A4749__Heeleu,2108456,1918597.7,2113147,0.97589,4691,0.002219912,H.eleuchia,Chr21,Female
D3_USD_Hvenez_L1,2569357,2334763.7,2579156,0.9599,9799,0.003799305,H.hewitsoni,Chr21,Male
